"Tipo";"Categoría";"Nombre";"Dirección";"C.Postal";"Provincia";"Municipio";"Localidad";"Nucleo";"Teléfono 1";"Teléfono 2";"Teléfono 3";"Fax";"Email";"web";"Q Calidad";"Central Reservas";
"Hotel Residencia";"2";"ALDA PLAZA MAYOR";"C/ QUINTANA, 6";"37002";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"923261473";"622111597";"";"";"aldasalamanca2@hotmail.com";"www.aldahostels.com";"";"";
"Hotel";"3";"RONA DALBA";"SAN JUAN BAUTISTA, PZA. 12";"37002";"Salamanca";"Salamanca";"SALAMANCA";"";"923263232";"";"";"923215457";"hronadalba@hoteles-silken.comronadalbasilken@verial.es";"www.hotelronadalba.com";"";"";
"Hostal";"1";"LA PONDEROSA";"CTRA. NACIONAL 620,P.K.303";"37470";"Salamanca";"Sancti-Spíritus";"SANCTI-SPIRITUS";"";"923163100";"";"";"923163315";"";"";"";"";
"Hostal Residencia";"1";"LOS CHOPOS";"CTRA. BURGOS-PORTUGAL, KM. 341";"37497";"Salamanca";"Espeja";"ESPEJA";"";"923/483821";"";"";"923/483821";"";"";"";"";
"Hotel";"1";"VEGALLANA";"CTRA. BURGOS-PORTUGAL, KM. 289";"37208";"Salamanca";"Fuente de San Esteban (La)";"BOADILLA";"CANTINAS (LAS)";"923451106";"923451078";"";"923451106";"";"";"";"";
"Hotel";"3";"ANTIGUAS ERAS LA ALBERCA";"AVD. BATUECAS 29";"37624";"Salamanca";"Alberca (La)";"ALBERCA (LA)";"ALBERCA (LA)";"923415113";"923415040";"";"923415414";"hotel@antiguaseras.com";"www.antiguaseras.com";"";"";
"Pensión";"";"CHAMPAGNAT";"CHAMPAGNAT, AVENIDA, 16-2º A";"37007";"Salamanca";"Salamanca";"SALAMANCA";"";"923/220156";"637.71.24.13";"";"";"";"";"";"";
"Hotel Residencia";"4";"TRYP SALAMANCA";"ALAVA, 8-14";"37001";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"923261111";"";"";"923262429";"tryp.salamanca@solmelia.com";"www.solmelia.com";"";"";
"Hostal";"1";"MOYA";"NUESTRA SEÑORA, 2-NUEVO NAHARROS";"37181";"Salamanca";"Pelabravo";"PELABRAVO";"";"620382166";"";"";"";"";"";"";"";
"Hotel Residencia";"2";"EMPERATRIZ II";"RUA MAYOR, 18";"37002";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"923219156";"";"";"923219156";"";"www.emperatrizhotel.com";"";"";
"Hostal Residencia";"2";"LA ALBERCA";"PZA. SAN ANTONIO, 2";"37624";"Salamanca";"Alberca (La)";"ALBERCA (LA)";"ALBERCA (LA)";"923415116";"659390098";"923415429";"923415116";"elrincondeltrillo@gmail.com";"www.hostallaalberca.com";"";"";
"Hotel Residencia";"2";"MODERNO";"CTRA. ZAMORA, KM. 1";"37184";"Salamanca";"Villares de la Reina";"VILLARES DE LA REINA";"VILLARES DE LA REINA";"923120368";"";"";"923121439";"";"";"";"";
"Hostal Residencia";"1";"LA BOMBILLA";"AVD.DE ABUSEJO,7";"37600";"Salamanca";"Tamames";"TAMAMES";"TAMAMES";"923449105";"";"";"";"";"";"";"";
"Hostal";"1";"GIBRALEON";"GIBRALEON, 2";"37700";"Salamanca";"Béjar";"BEJAR";"BEJAR";"923 408035";"923 410497";"";"923 411250";"juanjo@hostalresidenciagibraleon.comjuanjo@cateringgb.com";"www.juanjo@hostalresidenciagibraleon.com";"";"";
"Hostal Residencia";"2";"LA OTRA CASA";"TRAVESIA ZUÑIGA RODRIGUEZ, 15";"37700";"Salamanca";"Béjar";"BEJAR";"";"923410851";"";"";"923410851";"laotracasa@telefonica.com";"www.laotracasacafebar.com";"";"";
"Hotel";"2";"CINCO CASTAÑOS";"CTRA. DE LA SIERRA S/N";"37710";"Salamanca";"Candelario";"CANDELARIO";"CANDELARIO";"923413204";"";"";"923413373";"profetur@candelariohotel.com";"www.candelariohotel.com";"";"";
"Hotel";"3";"SAN POLO";"ARROYO DE SANTO DOMINGO, 2-4";"37008";"Salamanca";"Salamanca";"SALAMANCA";"";"923211177";"";"";"923211154";"hotelsanpolo@hotelsanpolo.com";"www.hotelsanpolo.com";"";"";
"Hostal Residencia";"2";"PLAZA MAYOR";"PLAZA DEL CORRILLO, 19-20";"37002";"Salamanca";"Salamanca";"SALAMANCA";"";"923 262020";"";"";"923 217548";"hostalplazamayor@hotmail.com";"";"";"";
"Pensión";"";"MARQUESA BONAL";"AVDA.LAS VILLAS,65";"37339";"Salamanca";"Villoria";"VILLORIA";"VILLORIA";"923356683";"";"";"";"";"";"";"";
"Hotel Residencia";"2";"NOBIS SALAMANCA";"C/ TESO DE LA FERIA, 31";"37008";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"923192080";"";"";"923192102";"hotelnobis@hotmail.es";"";"";"";
"Hotel";"4";"OASIS HORUS SALAMANCA";"AVDA. SALAMANCA, 1";"37900";"Salamanca";"Santa Marta de Tormes";"SANTA MARTA DE TORMES";"SANTA MARTA DE TORMES";"923201100";"";"";"923201112";"horussalamanca@hotelesoasis.com";"www.oasishoteles.com";"";"";
"Hotel";"4";"DOÑA TERESA";"CTRA. MOGARRAZ, S/N";"37624";"Salamanca";"Alberca (La)";"ALBERCA (LA)";"ALBERCA (LA)";"923415308";"";"";"923415309";"contacto@hoteldeteresa.com";"www.hoteldeteresa.com";"";"";
"Pensión";"";"LA CLERECIA";"RUA ANTIGUA,9";"37002";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"923995276";"600905354";"";"";"miriamandresgarcia@yahoo.es";"www.residenciauniversitarialaclerecia.es";"";"";
"Pensión";"";"DON SANCHO";"GIBRALEON,1";"37700";"Salamanca";"Béjar";"BEJAR";"";"";"";"";"";"";"";"";"";
"Hostal Residencia";"1";"REAL";"PLAZA HUMILLADERO, 11";"37710";"Salamanca";"Candelario";"CANDELARIO";"";"923413333";"";"";"";"";"www.edicionesweb.com/hostalreal";"";"";
"Hotel";"2";"LIMA";"Pº DE LA ESTACION, 48";"37500";"Salamanca";"Ciudad Rodrigo";"CIUDAD RODRIGO";"CIUDAD RODRIGO";"923/481819";"";"";"";"";"www.hotel-lima.com";"";"";
"Hostal Residencia";"2";"CONCEJO";"PLZ. DE LA LIBERTAD,1";"37002";"Salamanca";"Salamanca";"SALAMANCA";"";"923214737";"923219211";"";"923266706";"hconcejo@hconcejo.com";"";"";"";
"Hotel Residencia";"2";"BRACAMONTE";"ISABEL LA CATOLICA,10";"37300";"Salamanca";"Peñaranda de Bracamonte";"PEÑARANDA DE BRACAMONTE";"PEÑARANDA DE BRACAMONTE";"923541817";"";"";"923541008";"info@hotelbracamonte.com";"www.hotelbracamonte.com";"";"";
"Hostal Residencia";"2";"SAN BLAS";"AVDA. BATUECAS, 27";"37624";"Salamanca";"Alberca (La)";"ALBERCA (LA)";"";"923/41.53.22";"";"";"";"";"";"";"";
"Hostal";"1";"EL CAMPITO";"C/ LA VEGA,3";"37659";"Salamanca";"San Martín del Castañar";"SAN MARTIN DEL CASTAÑAR";"SAN MARTIN DEL CASTAÑAR";"923437378";"636773617";"";"";"zarceras@hotmail.com";"";"";"";
"Hostal";"1";"LA BEATA";"PASEO DE CARMELITAS,18";"37100";"Salamanca";"Ledesma";"LEDESMA";"LEDESMA";"923570246";"";"";"";"";"";"";"";
"Pensión";"";"EL ALAMO";"CADIMUS,5";"37500";"Salamanca";"Ciudad Rodrigo";"CIUDAD RODRIGO";"";"923/460025";"";"";"";"";"";"";"";
"Hostal Residencia";"1";"LA BALSA";"LA BALSADA, Nº 4";"37624";"Salamanca";"Alberca (La)";"ALBERCA (LA)";"ALBERCA (LA)";"923415337";"";"";"";"";"";"";"";
"Hostal";"1";"EL DESCANSO";"C/ LOS CERCADOS, 1";"37115";"Salamanca";"Almenara de Tormes";"ALMENARA DE TORMES";"ALMENARA DE TORMES";"659649381";"";"";"";"joni-gm@hotmail.com";"";"";"";
"Hostal";"1";"HOSPEDERIA MUNICIPAL";"CTRA. BARRUECOPARDO, 6";"37257";"Salamanca";"Saucelle";"SAUCELLE";"SAUCELLE";"620343205";"";"";"";"joseantonioviejoramos@hotmail.com";"";"";"";
"Hotel";"2";"LOS DUQUES";"CARRETERA DEL CASTAÑAR, 8";"37700";"Salamanca";"Béjar";"BEJAR";"BEJAR";"923/40.13.17";"923/40.31.11";"";"923/40.31.11";"";"";"";"";
"Pensión";"";"CHUCHI";"ZAPATEROS,27";"37521";"Salamanca";"Robleda";"ROBLEDA";"";"923/486228";"";"";"";"";"";"";"";
"Hostal Residencia";"2";"ITALIA";"AVDA. ITALIA,11";"37007";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"923255025";"";"";"923257811";"info@hostalitaliasalamanca.com";"www.hostalitaliasalamanca.com";"";"";
"Hotel";"4";"ARTHEUS CARMELITAS SALAMANCA";"RONDA DEL CORPUS, 2";"37002";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"923212500";"923216080";"";"923216080";"cs@artheushoteles.es";"www.artheushoteles.es";"";"";
"Hotel";"4";"PARADOR DE TURISMO ENRIQUE II";"PLAZA DEL CASTILLO, 1";"37500";"Salamanca";"Ciudad Rodrigo";"CIUDAD RODRIGO";"CIUDAD RODRIGO";"923460150";"";"";"923460404";"ciudadrodrigo@parador.espilar.demiguel@parador.es";"www.parador.es";"Si";"";
"Hotel";"4";"PARADOR DE SALAMANCA";"TESO DE LA FERIA, 2";"37008";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"923192082";"";"";"923192087";"salamanca@parador.es";"www.parador.es";"Si";"";
"Hotel";"1";"LUCIA";"CAPITAN PERTEGUER, 5";"40410";"Segovia";"Espinar (El)";"SAN RAFAEL";"";"921171002";"";"";"";"";"";"";"";
"Hostal Residencia";"1";"PLAZA";"C/ CRONISTA LECEA, 11";"40001";"Segovia";"Segovia";"SEGOVIA";"SEGOVIA";"921460303";"";"";"921460305";"informacion@hostal-plaza.com";"www.hostal-plaza.com";"";"";
"Hotel Residencia";"2";"LAS SIRENAS";"JUAN BRAVO, 30";"40001";"Segovia";"Segovia";"SEGOVIA";"SEGOVIA";"921462663";"";"";"921462657";"hotelsirenas@terra.es";"www.hotelsirenas.com";"";"";
"Hostal";"2";"SIETE PICOS";"PASEO  DE MARTI ESTEVEZ, 10";"40400";"Segovia";"Espinar (El)";"ESPINAR (EL)";"ESPINAR (EL)";"921181084";"";"";"921181530";"hostalsietepicos@hostalsietepicos.com";"www.hostalsietepicos.com";"";"";
"Hostal";"1";"SOL CRISTINA";"AVDA. OBISPO QUESADA,  40-42";"40006";"Segovia";"Segovia";"SEGOVIA";"SEGOVIA";"921427513";"921436671";"";"921427513";"hostal@sol-cristina.com";"www.sol-cristina.com";"";"";
"Hostal";"2";"PLAZA";"ALTO DEL LEON, 6";"40410";"Segovia";"Espinar (El)";"SAN RAFAEL";"";"921172031";"921171328";"";"";"hostalplazasanrafael@yahoo.es";"";"";"";
"Hostal Residencia";"2";"SAN FRANCISCO";"CAMILO JOSE CELA, 2";"40200";"Segovia";"Cuéllar";"CUELLAR";"CUELLAR";"921140009";"921142067";"";"921143243";"info@hmsanfrancisco.com";"www.hmsanfrancisco.com";"";"";
"Hotel";"3";"ACUEDUCTO";"PADRE CLARET, 10";"40001";"Segovia";"Segovia";"SEGOVIA";"SEGOVIA";"902250550";"";"";"921428446";"reservas@hotelacueducto.comadministracion@hotelacueducto.com";"www.hotelacueducto.com";"";"";
"Hostal";"1";"EL PEÑON";"CTRA. MADRID-CORUÑA, KM. 82";"40150";"Segovia";"Villacastín";"VILLACASTIN";"VILLACASTIN";"921198062";"";"";"";"";"";"";"";
"Hostal Residencia";"1";"JUAN BRAVO";"JUAN BRAVO, 12";"40001";"Segovia";"Segovia";"SEGOVIA";"SEGOVIA";"921463413";"699101786";"";"";"";"";"";"";
"Hostal";"2";"VENTA MAGULLO";"CTRA. SORIA-PLASENCIA, KM. 189";"40196";"Segovia";"Lastrilla (La)";"LASTRILLA (LA)";"LASTRILLA (LA)";"921435011";"";"";"921440763";"info@ventamagullo.net";"www.ventamagullo.es";"";"";
"Hostal";"1";"EL CORZO";"CTRA. CORUÑA, KM. 75,800";"40408";"Segovia";"Navas de San Antonio";"NAVAS DE SAN ANTONIO";"NAVAS DE SAN ANTONIO";"921193137";"921193025";"";"";"";"";"";"";
"Hostal";"1";"RUMA";"TRAV. PEDRO NUÑEZ MORGADES, Nº 20";"40408";"Segovia";"Navas de San Antonio";"NAVAS DE SAN ANTONIO";"NAVAS DE SAN ANTONIO";"921193011";"";"";"921193078";"";"";"";"";
"Motel";"3";"LAS CAMPANAS DEL MILIARIO";"CTRA. MADRID-IRUN, KM. 135";"40541";"Segovia";"Honrubia de la Cuesta";"HONRUBIA DE LA CUESTA";"*DISEMINADO*";"921534365";"";"";"";"";"";"";"";
"Pensión";"";"ARAGON";"MAYOR, PLAZA, 4-1º";"40001";"Segovia";"Segovia";"SEGOVIA";"SEGOVIA";"921460914";"";"";"";"";"";"";"";
"Hostal Residencia";"2";"EL MIRADOR";"CTRA. DE VALLADOLID, Nº 3";"40196";"Segovia";"Lastrilla (La)";"LASTRILLA (LA)";"LASTRILLA (LA)";"921431994";"";"";"921431814";"elmirador@elmirador.net";"www.elmirador.net";"";"";
"Pensión";"";"EL LLANO";"CTRA. CORUÑA, KM. 95";"40146";"Segovia";"Labajos";"LABAJOS";"";"921190554";"";"";"";"";"";"";"";
"Hostal";"1";"LA ALEGRIA";"CTRA. MADRID-VALLADOLID, KM.115";"40446";"Segovia";"Martín Muñoz de las Posadas";"MARTIN MUÑOZ DE LAS POSADAS";"MARTIN MUÑOZ DE LAS POSADAS";"920311027";"920311214";"";"";"";"";"";"";
"Hostal Residencia";"2";"RYA";"CTRA. N-I, KM. 117";"40560";"Segovia";"Boceguillas";"BOCEGUILLAS";"";"921543011";"";"";"";"";"";"";"";
"Hostal";"1";"AGAMARY";"CTRA. ADANERO-GIJON, KM. 129";"40465";"Segovia";"San Cristóbal de la Vega";"SAN CRISTOBAL DE LA VEGA";"";"920309474";"";"";"";"";"";"";"";
"Pensión";"";"FUENTES";"CTRA. CORUÑA, KM. 96";"40146";"Segovia";"Labajos";"LABAJOS";"";"921190505";"";"";"";"";"";"";"";
"Hostal Residencia";"2";"ROMI";"ONESIMO REDONDO, 12";"40320";"Segovia";"Cantalejo";"CANTALEJO";"";"921520211";"";"";"";"";"";"";"";
"Hotel";"2";"POLVORIN";"CTRA. SEGOVIA, 1";"40320";"Segovia";"Cantalejo";"CANTALEJO";"CANTALEJO";"921520117";"689916771";"";"";"";"www.cantalejo.com";"";"";
"Pensión";"";"ODEON";"C/ ESCUDEROS, 10";"40001";"Segovia";"Segovia";"SEGOVIA";"SEGOVIA";"921460973";"";"";"";"";"";"";"";
"Hostal";"2";"CRISTOBAL";"CTRA. N. 1, KM. 130";"40540";"Segovia";"Pradales";"CARABIAS";"CARABIAS";"921534360";"921121291";"";"921534360";"";"";"";"";
"Hotel Residencia";"2";"ROMA";"GUARDAS, 2";"40100";"Segovia";"Real Sitio de San Ildefonso";"SAN ILDEFONSO O LA GRANJA";"SAN ILDEFONSO O LA GRANJA";"921470752";"";"";"921470278";"info@hotelroma.org";"www.hotelroma.org";"";"";
"Pensión";"";"LOBO";"PLAZA MAYO, 7";"40161";"Segovia";"Navafría";"NAVAFRIA";"NAVAFRIA";"921506034";"";"";"";"";"";"";"";
"Hotel";"3";"HOTEL EXE CASA  DE LOS LINAJES";"C/ DOCTOR VELASCO, 9";"40003";"Segovia";"Segovia";"SEGOVIA";"SEGOVIA";"921414810";"";"";"921461599";"direccion@execasadeloslinajes.com";"";"";"";
"Hotel";"2";"CORREGIDOR";"C/ 3 DE ABRIL, 1";"40002";"Segovia";"Segovia";"SEGOVIA";"SEGOVIA";"921425761";"";"";"921442436";"info@hotelcorregidor.com     reservas@hotelcorregidor.com";"hotelcorregidor.com";"";"";
"Hostal Residencia";"1";"SAN-BAR";"ZURDO Y GIRALDEZ, 29";"40470";"Segovia";"Navas de Oro";"NAVAS DE ORO";"";"921591100";"";"";"";"";"";"";"";
"Hotel";"4";"LOS ARCOS";"EZEQUIEL GONZALEZ, 26";"40002";"Segovia";"Segovia";"SEGOVIA";"SEGOVIA";"921437462";"";"";"921428161";"hotellosarcos@hotellosarcos.comreservas@hotellosarcos.com";"www.hotellosarcos.com";"";"";
"Hotel";"4";"PUERTA DE SEGOVIA";"CTRA. SORIA, 12-";"40196";"Segovia";"Lastrilla (La)";"LASTRILLA (LA)";"LASTRILLA (LA)";"921437161";"";"";"921437963";"info@hotelpuertadesegovia.com";"www.hotelpuertadesegovia.com";"";"";
"Pensión";"";"RUFINO";"PZA. DE LA FUENTE, 23";"40340";"Segovia";"Aguilafuente";"AGUILAFUENTE";"";"921570021";"";"";"";"";"";"";"";
"Pensión";"";"MONTE AZUL";"REAL ALTA, 2";"40396";"Segovia";"Cabezuela";"CABEZUELA";"";"921520845";"";"";"";"";"";"";"";
"Hotel";"3";"MIRASIERRA";"AUTORIVA A-1, KM. 99";"40590";"Segovia";"Santo Tomé del Puerto";"VILLAREJO";"VILLAREJO";"921557105";"921557298";"";"921557105";"reservas@hotelmirasierra.commiprima@hotelmirasierra.com";"www.hotelmirasierra.com";"";"";
"Hostal Residencia";"1";"SOL CRISTINA DOS";"VILLACASTIN, CARRETERA, 6-2ºL y 8, 2ºP";"40006";"Segovia";"Segovia";"SEGOVIA";"SEGOVIA";"921427513";"921436671";"";"921427513";"hostal@sol-cristina.com";"www.sol-cristina.com";"";"";
"Hotel";"1";"TRES HERMANOS II";"CTRA. N-I, KM. 117";"40560";"Segovia";"Boceguillas";"BOCEGUILLAS";"BOCEGUILLAS";"921543040";"";"";"921543040";"";"";"";"";
"Hostal";"1";"DITIRAMBO";"C/ SANTA MARINA, 3";"40200";"Segovia";"Cuéllar";"CUELLAR";"CUELLAR";"921140693";"";"";"";"diticuellar@gmail.com";"";"";"";
"Hotel";"1";"FRAY SEBASTIAN";"Avda. Balonmano Nava, 8";"40450";"Segovia";"Nava de la Asunción";"NAVA DE LA ASUNCION";"NAVA DE LA ASUNCION";"921580721";"";"";"921580108";"infor@hotelfraysebastian.es";"www.hotelfraysebastian.es";"";"";
"Pensión";"";"AVENIDA";"AVDA. CONDE VALLELLANO, Nº 19";"40520";"Segovia";"Ayllón";"AYLLON";"AYLLON";"696440935";"";"";"";"";"";"";"";
"Hostal Residencia";"1";"HERNANZ";"C/ CONDE DE  SEPULVEDA, 4";"40300";"Segovia";"Sepúlveda";"SEPULVEDA";"SEPULVEDA";"921540378";"921540520";"";"921540809";"elpanadero@turinet.net";"www.el-panadero.com";"";"";
"Hostal";"2";"LA ANTIGUA VIÑA";"CTRA. MADRID-IRUN, KM. 131";"40540";"Segovia";"Pradales";"CARABIAS";"";"921534361";"";"";"";"";"";"";"";
"Hotel";"3";"CONDES DE CASTILLA";"JOSE CANALEJAS, 3-5";"40001";"Segovia";"Segovia";"SEGOVIA";"SEGOVIA";"921463529";"921463532";"660865483";"921463531";"info@hotelcondesdecastilla.com";"www.hotelcondesdecastilla.com";"";"";
"Hostal";"2";"VELLOSILLO";"AVDA. CONDE VALLELLANO, S/N";"40520";"Segovia";"Ayllón";"AYLLON";"";"921553062";"";"";"";"";"";"";"";
"Hotel";"3";"LANGA";"CTRA. MADRID-IRUN, KM. 102,6";"40591";"Segovia";"Cerezo de Abajo";"CEREZO DE ABAJO";"CEREZO DE ABAJO";"921557133";"921557134";"";"";"infolanga@gmail.com";"wwwhotellanga.com";"";"";
"Hotel Residencia";"2";"LA POSADA DE DON MARIANO";"MAYOR, 14";"40172";"Segovia";"Pedraza";"PEDRAZA";"PEDRAZA";"921509886";"";"";"921509887";"INFO@HOTELDONMARIANO.COM";"";"";"";
"Hostal";"2";"MARINO";"MARQUES DE PERALES, 11";"40400";"Segovia";"Espinar (El)";"ESPINAR (EL)";"";"921182339";"";"";"";"";"";"";"";
"Hostal Residencia";"2";"BOAL";"PLAZA COSTANA, Nº 1";"40196";"Segovia";"Lastrilla (La)";"LASTRILLA (LA)";"LASTRILLA (LA)";"636296134";"921432941";"";"921432941";"";"";"";"";
"Hostal";"1";"LA POSADA";"PZA. CONSTITUCION, S/N";"40191";"Segovia";"Espirdo";"ESPIRDO";"ESPIRDO";"921449009";"";"";"";"";"www.laposadadeluis@hotmail.com";"";"";
"Hotel";"3";"INFANTA ISABEL";"PLAZA MAYOR, 12";"40001";"Segovia";"Segovia";"SEGOVIA";"SEGOVIA";"921461300";"921460366";"";"921462217";"admin@hotelinfantaisabel.com";"www.hotelinfantaisabel.com";"";"";
"Hostal Residencia";"1";"VICTORIA";"CTRA.NACIONAL 110,KM. 227";"40150";"Segovia";"Villacastín";"VILLACASTIN";"";"921198584";"921198648";"";"921198648";"";"";"";"";
"Hostal Residencia";"2";"EL ALBERO";"CTRA. N. VI  MADRID - LA CORUÑA, KM. 88";"40150";"Segovia";"Villacastín";"VILLACASTIN";"VILLACASTIN";"921197111";"615614874";"663918014";"921198237";"direccion@transtercar.cp,";"";"";"";
"Hostal Residencia";"2";"EL PORCHE";"CTRA. SORIA-PLASENCIA, S/N";"40160";"Segovia";"Torrecaballeros";"TORRECABALLEROS";"TORRECABALLEROS";"921401276";"921423499";"";"";"";"";"";"";
"Hotel Residencia";"1";"LA POSADA DEL RANCHO";"PLZA. MARQUES DE LOZOYA, Nº 3";"40160";"Segovia";"Torrecaballeros";"TORRECABALLEROS";"TORRECABALLEROS";"921401228";"";"";"921401228";"posada@el-rancho.com";"www.el-rancho.com";"";"";
"Hostal Residencia";"1";"LA BERROCOSA";"CTRA. DEL PUERTO, S/N";"40164";"Segovia";"Arcones";"ARCONES";"ARCONES";"921504145";"";"";"921504136";"reservas@laberrocosa.com.";"www.laberrocosa.com.";"";"";
"Hostal Residencia";"1";"DON JAIME";"OCHOA ONDATEGUI, 8";"40001";"Segovia";"Segovia";"SEGOVIA";"SEGOVIA";"921444787";"";"";"921444790";"hostaldonjaime@hotmail.com";"www.viasegovia.com/hostaldonjaime";"";"";
"Hostal Residencia";"2";"BURGOS";"CTRA. LA GRANJA, 3";"40160";"Segovia";"Torrecaballeros";"TORRECABALLEROS";"TORRECABALLEROS";"921401218";"921401219";"";"921401218";"info@hostal-burgos.com";"";"";"";
"Hostal Residencia";"2";"GOYA II";"NUEVA, 4";"40270";"Segovia";"Carbonero el Mayor";"CARBONERO EL MAYOR";"CARBONERO EL MAYOR";"921562070";"";"";"";"";"www.hostalgoya.es";"";"";
"Hotel";"3";"CASON DE LA PINILLA";"TRAVESIA, S/N";"40592";"Segovia";"Cerezo de Arriba";"CEREZO DE ARRIBA";"";"921557201";"921557209";"";"921557209";"casonpinilla@retemail.es";"segovia-sp.com/cason";"";"";
"Hostal Residencia";"2";"SOTOPALACIO";" C/ SEGOVIA, 15";"40154";"Segovia";"Segovia";"MADRONA";"MADRONA";"921485100";"666571729";"";"921485224";"sotopalacio@sotopalacio.es";"www.sotopalacio.com";"";"";
"Hotel";"2";"AVENIDA DEL SOTILLO";"AVDA. DEL SOTILLO, 1-";"40196";"Segovia";"Lastrilla (La)";"LASTRILLA (LA)";"LASTRILLA (LA)";"921445414";"921435369";"";"921435669";"";"";"";"";
"Hotel";"2";"CASAQUEMADA";"ISIDRO RODRIGUEZ, 18";"40500";"Segovia";"Riaza";"RIAZA";"RIAZA";"921550051";"";"";"921550604";"";"";"";"";
"Pensión";"";"POZO DE LA NIEVE";"BAÑOS, 4";"40100";"Segovia";"Real Sitio de San Ildefonso";"SAN ILDEFONSO O LA GRANJA";"SAN ILDEFONSO O LA GRANJA";"921470598";"";"";"";"";"";"";"";
"Hostal";"1";"VILLA DE SEPULVEDA";"CTRA. BOCEGUILLAS, 9";"40300";"Segovia";"Sepúlveda";"SEPULVEDA";"SEPULVEDA";"921540302";"";"";"";"";"";"";"";
"Pensión";"";"CERRO DE LA FUENTE";"CERRO DE LA FUENTE, 33-";"40196";"Segovia";"Lastrilla (La)";"LASTRILLA (LA)";"LASTRILLA (LA)";"921434631";"";"";"";"";"";"";"";
"Hotel";"3";"HOTEL DE LA VILLA";"C/ CALZADA, 5";"40172";"Segovia";"Pedraza";"PEDRAZA";"PEDRAZA";"921508651";"921508653";"";"";"info@elhoteldelavilla.com";"";"";"";
"Pensión";"";"MONTERO";"CTRA. VILLACASTIN,2 2ºD";"40006";"Segovia";"Segovia";"SEGOVIA";"SEGOVIA";"921420863";"";"";"";"";"";"";"";
"Pensión";"";"LAS DOS RR";"ARIAS MIRANDA, 32";"40331";"Segovia";"San Miguel de Bernuy";"SAN MIGUEL DE BERNUY";"SAN MIGUEL DE BERNUY";"605285662";"605285662";"";"";"elcorreodelrestaurante@gmail.com";"";"";"";
"Hostal Residencia";"2";"HOSTAL DE BUEN AMOR";"C/ ERAS, 7-9";"40170";"Segovia";"Sotosalbos";"SOTOSALBOS";"SOTOSALBOS";"921403020";"";"";"921403022";"info@hostaldebuenamor.com";"www.hostaldebuenamor.com";"";"";
"Hostal Residencia";"1";"HOSTAL REAL";"C/  SEGOVIA, 34";"40440";"Segovia";"Santa María la Real de Nieva";"SANTA MARIA LA REAL DE NIEVA";"SANTA MARIA LA REAL DE NIEVA";"921595585";"633454098";"";"";"";"";"";"";
"Hotel Residencia";"2";"PLAZA CASA PASTOR";"PLAZA MAYOR, 4";"40500";"Segovia";"Riaza";"RIAZA";"RIAZA";"921550283";"696278119";"";"";"";"";"";"";
"Hostal";"1";"MESON GONZALEZ";"CTRA. SEPULVEDA, 17";"40237";"Segovia";"Sacramenia";"SACRAMENIA";"SACRAMENIA";"921527300";"921527018";"";"";"";"";"";"";
"Hostal Residencia";"1";"EL HIDALGO-DOS";"JUAN BRAVO, 21";"40001";"Segovia";"Segovia";"SEGOVIA";"SEGOVIA";"921463529";"";"";"921463531";"";"";"";"";
"Hostal";"1";"EL CERRO";"CTRA SAN RAFAEL,10";"40006";"Segovia";"Segovia";"SEGOVIA";"SEGOVIA";"921420433";"";"";"";"hostal-elcerro@hotmail.com";"";"";"";
"Hotel Residencia";"2";"RUTA DE CASTILLA";"CTRA. RIAZA, 25";"40003";"Segovia";"Segovia";"SEGOVIA";"SEGOVIA";"921441088";"921441082";"";"921441009";"hotel@hotelrutacastilla.es";"www.hotelrutacastilla.es";"";"";
"Hostal Residencia";"1";"EL TORREON";"C.L. 601, KM. 123";"40109";"Segovia";"Real Sitio de San Ildefonso";"PRADERA DE NAVALHORNO (LA)";"PRADERA DE NAVALHORNO (LA)";"921470904";"";"";"";"";"";"";"";
"Hotel";"4";"PARADOR DE SEGOVIA";"VALLADOLID, CTRA., S/N-LASTRILLA,LA";"40003";"Segovia";"Segovia";"SEGOVIA";"SEGOVIA";"921443737";"";"";"921437362";"segovia@parador.es";"www.parador.es";"Si";"";
"Hotel";"4";"ALFONSO VIII";"ALFONSO VIII, 10";"42003";"Soria";"Soria";"SORIA";"SORIA";"975226211";"";"";"975213665";"reservas@hotelalfonsoviiisoria.com";"www.hotelalfonsoviiisoria.com";"";"";
"Hostal";"1";"NIZA";"C/ GERARDO DIEGO , 2";"42250";"Soria";"Arcos de Jalón";"ARCOS DE JALON";"";"975320181";"";"";"975320623";"";"";"";"";
"Hostal Residencia";"2";"LA PERDIZ";"UNIVERSIDAD, 33";"42300";"Soria";"Burgo de Osma-Ciudad de Osma";"BURGO DE OSMA (EL)";"";"975340309";"975360489";"";"";"";"";"";"";
"Hostal";"2";"SAN ANDRES";"EDUARDO SAAVEDRA, 24";"42004";"Soria";"Soria";"SORIA";"SORIA";"975221362";"610497585";"";"";"reservas@hostalensoria.com";"";"";"";
